,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month
19622,3,1.75,1760,6788,2.0,1,4,3,7,1760,0,1940,1960,98125,47.7336,-122.284,2015,1
19627,3,2.0,1440,4421,1.0,0,0,3,8,1440,0,2007,0,98053,47.7188,-122.024,2014,5
19634,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.209,2014,9
19641,3,2.5,3120,6000,2.0,0,0,3,9,3120,0,2007,0,98038,47.3473,-122.03,2015,3
19651,4,2.5,2730,4962,2.0,0,0,3,8,2730,0,2006,0,98002,47.3363,-122.216,2015,2
19652,3,2.5,1830,2517,2.0,0,0,3,8,1830,0,2005,0,98055,47.4496,-122.189,2014,12
19659,3,3.25,1430,1276,3.0,0,0,3,8,1430,0,2007,0,98107,47.6712,-122.38,2015,1
19663,4,2.75,2620,6019,2.0,0,0,3,8,2620,0,2013,0,98045,47.484,-121.771,2014,5
19665,3,2.25,998,844,2.0,0,0,3,7,798,200,2007,0,98117,47.6983,-122.367,2014,5
19668,3,2.0,1920,5688,1.0,0,3,3,9,1920,0,2007,0,98022,47.1952,-121.976,2015,2
19672,4,3.5,2870,3225,2.0,0,3,3,9,2070,800,2006,0,98178,47.5009,-122.225,2014,10
19673,3,2.5,1600,2042,2.0,0,0,3,8,1600,0,2005,0,98027,47.5341,-122.067,2014,11
19680,3,2.5,1920,144619,1.0,0,0,3,8,1920,0,2014,0,98022,47.2683,-121.946,2015,3
19681,4,3.25,4160,10335,2.0,0,0,3,10,4160,0,2014,0,98004,47.6235,-122.192,2015,5
19685,4,3.5,3390,3979,2.0,0,0,3,9,2610,780,2014,0,98199,47.6482,-122.408,2014,7
19686,6,3.75,2930,14980,2.0,0,3,3,9,2930,0,2013,0,98006,47.5441,-122.117,2014,6
19687,2,2.25,1300,1314,3.0,0,0,3,8,1300,0,2008,0,98103,47.6536,-122.356,2015,4
19695,3,2.5,1750,6351,2.0,0,0,3,7,1750,0,2012,0,98001,47.2589,-122.256,2015,1
19700,2,2.5,1340,1263,3.0,0,0,3,8,1340,0,2008,0,98117,47.6788,-122.388,2014,9
19701,2,3.0,1570,1281,3.0,0,0,3,8,1570,0,2014,0,98107,47.6741,-122.384,2015,1
19702,4,3.5,2690,5564,2.0,0,0,3,7,2690,0,2007,0,98038,47.3537,-122.018,2014,11
19703,4,2.75,2475,4276,2.0,0,0,3,7,2475,0,2014,0,98002,47.345,-122.21,2014,7
19706,3,3.25,1720,1330,2.0,0,0,3,8,1030,690,2004,0,98112,47.62,-122.309,2014,7
19713,2,2.25,1110,1290,3.0,0,0,3,8,1110,0,2006,0,98103,47.6968,-122.34,2014,10
19728,3,3.5,1500,1249,2.0,0,0,3,8,1240,260,2004,0,98107,47.6727,-122.373,2014,6
19732,2,1.5,1030,2850,2.0,0,0,3,7,1030,0,1995,0,98038,47.3845,-122.039,2015,5
19733,3,2.5,3080,5598,2.0,0,0,3,8,3080,0,2006,0,98055,47.4372,-122.206,2015,2
19736,3,2.5,4090,16972,2.0,0,2,3,11,3590,500,2007,0,98177,47.7258,-122.37,2015,3
19737,3,2.5,1800,4357,2.0,0,0,3,8,1800,0,2013,0,98065,47.5337,-121.841,2015,4
19743,4,3.75,4120,8258,2.0,0,0,3,10,4120,0,2012,0,98075,47.5872,-122.055,2014,9
19746,4,2.75,3080,7242,2.0,0,0,3,9,3080,0,2014,0,98033,47.6948,-122.178,2014,7
19749,2,1.5,1240,1331,2.0,0,0,3,7,1050,190,2007,0,98144,47.5959,-122.298,2014,11
19751,5,4.5,4630,6324,2.0,0,0,3,9,3210,1420,2006,0,98065,47.5382,-121.86,2014,5
19758,3,3.25,3890,3452,2.0,0,0,3,12,2890,1000,2006,0,98102,47.626,-122.323,2014,8
19759,4,3.5,3590,5335,2.0,0,2,3,9,3140,450,2006,0,98115,47.6762,-122.267,2014,9
19768,4,2.5,2240,4800,2.0,0,0,3,8,2240,0,2014,0,98001,47.2911,-122.266,2015,4
19772,3,2.0,1580,1972,2.5,0,2,3,8,1180,400,2007,0,98116,47.5903,-122.386,2015,4
19779,4,2.5,3470,6651,2.0,0,0,3,9,3470,0,2005,0,98065,47.5426,-121.879,2014,10
19783,3,2.5,1570,1551,3.0,0,0,3,8,1570,0,2008,0,98103,47.6961,-122.341,2014,10
19784,3,2.5,2230,3939,2.0,0,0,3,8,2230,0,2014,0,98133,47.73,-122.335,2015,1
19805,3,1.75,1320,1014,3.0,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,2014,8
19807,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.341,2014,10
19808,3,2.5,1800,2790,2.0,0,0,3,8,1800,0,2011,0,98126,47.5455,-122.371,2014,6
19817,2,2.5,1590,1679,2.0,0,0,3,8,1590,0,2012,0,98029,47.5449,-122.011,2014,8
19823,4,3.5,5050,9520,2.0,0,0,3,11,3610,1440,2007,0,98004,47.6364,-122.209,2015,4
19824,3,2.5,1860,1290,2.0,0,0,3,9,1240,620,2010,0,98122,47.6179,-122.301,2015,1
19827,4,2.5,2650,4120,2.0,0,0,3,8,2650,0,2014,0,98146,47.5019,-122.34,2014,10
19831,4,2.75,3730,8014,2.0,0,0,3,10,3730,0,2012,0,98074,47.6036,-122.059,2014,6
19833,4,2.5,3330,7399,2.0,0,0,3,9,3330,0,2009,0,98052,47.679,-122.153,2014,5
19839,5,2.5,2570,7412,2.0,0,0,3,8,2570,0,2006,0,98019,47.7265,-121.957,2015,4
19843,5,2.5,2550,6405,2.0,0,0,3,7,2550,0,2008,0,98065,47.5191,-121.869,2014,12
19851,3,2.5,2610,5845,2.0,0,0,3,8,2610,0,2005,0,98059,47.4821,-122.142,2014,8
19853,3,1.5,1240,983,3.0,0,0,3,8,1240,0,2009,0,98133,47.7235,-122.353,2015,2
19858,4,4.0,7850,89651,2.0,0,0,3,12,7850,0,2006,0,98027,47.5406,-121.982,2015,1
19861,3,2.5,2242,4800,2.0,0,0,3,8,2242,0,2013,0,98092,47.2581,-122.2,2015,5
19864,4,2.5,2150,3143,2.0,0,0,3,7,2150,0,2010,0,98059,47.5048,-122.154,2014,7
19866,3,1.5,1270,1483,3.0,0,0,3,8,1270,0,2007,0,98115,47.6987,-122.317,2015,4
19867,3,2.25,1450,4706,2.0,0,0,3,7,1450,0,2009,0,98028,47.761,-122.232,2014,6
19869,4,2.5,2755,4831,2.0,0,0,3,7,2755,0,2003,0,98053,47.685,-122.039,2015,2
19885,1,1.5,1120,912,3.0,0,0,3,7,1120,0,2011,0,98144,47.5924,-122.299,2014,10
19889,3,2.5,2130,5088,2.0,0,0,3,8,1840,290,2011,0,98019,47.7329,-121.976,2014,7
19894,3,2.5,1860,415126,2.0,0,0,3,7,1860,0,2006,0,98038,47.3974,-122.005,2015,5
19895,4,3.5,3440,9776,2.0,0,0,3,10,3440,0,2006,0,98040,47.5374,-122.216,2015,4
19897,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,47.589,-122.387,2015,1
19900,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,2014,11
19902,3,3.5,2710,3326,2.0,0,0,3,8,1650,1060,2005,0,98027,47.5371,-122.073,2014,12
19904,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,2014,5
19914,3,2.5,1310,1254,2.0,0,0,3,7,850,460,2007,0,98116,47.5622,-122.384,2015,4
19916,5,1.5,3360,5402,2.0,0,0,3,9,3360,0,2014,0,98074,47.6067,-122.053,2014,5
19919,3,2.5,1720,1715,2.0,0,0,3,7,1240,480,2004,0,98136,47.5481,-122.384,2014,6
19921,3,3.25,1480,983,2.0,0,0,3,8,1180,300,2013,0,98106,47.5555,-122.363,2014,12
19926,3,2.5,2655,5080,2.0,0,0,3,8,2655,0,2013,0,98023,47.2972,-122.348,2014,11
19928,4,4.25,4645,7757,2.0,0,0,3,10,3855,790,2006,0,98112,47.6248,-122.29,2015,4
19936,3,1.75,1630,1166,2.0,0,0,3,8,1020,610,2013,0,98107,47.6646,-122.367,2015,1
19937,4,2.5,2510,7245,2.0,0,0,3,9,2510,0,2007,0,98146,47.5096,-122.363,2015,4
19940,5,2.75,3050,7520,2.0,0,0,3,8,3050,0,2014,0,98056,47.5245,-122.184,2015,3
19945,4,2.75,2740,7872,2.0,0,0,3,10,2740,0,2015,0,98056,47.4954,-122.172,2015,3
19948,4,2.75,3520,5500,2.0,0,0,3,9,3520,0,2014,0,98074,47.6181,-122.056,2014,7
19949,2,1.5,1320,826,2.0,0,0,3,8,1100,220,2008,0,98144,47.5879,-122.304,2014,7
19950,4,2.75,3410,5838,2.0,0,0,3,9,3410,0,2012,0,98053,47.6931,-122.022,2014,12
19951,3,2.25,2730,9388,1.0,0,0,3,7,1390,1340,1975,0,98030,47.3785,-122.185,2014,12
19954,4,2.5,2910,6555,2.0,0,0,3,9,2910,0,2005,0,98033,47.6659,-122.172,2014,7
19969,2,2.5,1611,2210,2.0,0,2,3,10,1611,0,2005,0,98109,47.6291,-122.347,2015,1
19970,3,3.5,2710,3290,2.0,0,0,3,8,1650,1060,2006,0,98027,47.5367,-122.072,2014,10
19971,3,2.75,2015,16807,2.0,1,4,3,9,2015,0,2007,0,98166,47.45,-122.377,2014,5
19975,3,1.5,1390,1882,2.0,0,0,3,7,1390,0,2014,0,98108,47.5667,-122.297,2014,12
19979,4,2.5,2448,4949,2.0,0,0,3,9,2448,0,2014,0,98030,47.3428,-122.179,2014,7
19987,5,3.75,4570,10194,2.0,0,0,3,11,4570,0,2006,0,98034,47.718,-122.161,2015,4
19988,4,2.5,2820,6120,2.0,0,0,3,9,2820,0,2014,0,98115,47.6911,-122.293,2014,10
19989,4,2.5,2570,9470,2.0,0,0,3,9,2570,0,2006,0,98033,47.6548,-122.19,2015,3
19991,3,1.5,1220,3286,2.0,0,0,3,7,1220,0,1982,0,98033,47.7168,-122.189,2014,9
19994,3,2.25,1489,2800,2.0,0,0,3,7,1489,0,2011,0,98002,47.3452,-122.215,2015,2
19995,5,2.5,2690,5557,2.0,0,0,3,7,2690,0,2012,0,98178,47.4914,-122.253,2014,6
19997,3,2.5,1600,6315,2.0,0,0,3,8,1600,0,2013,0,98092,47.2611,-122.198,2014,11
20000,3,2.5,1260,1102,3.0,0,0,3,8,1260,0,2007,0,98107,47.675,-122.387,2014,10
20018,2,2.25,1200,1137,3.0,0,0,3,7,1200,0,2007,0,98107,47.6715,-122.392,2015,4
20025,4,3.5,3900,8391,2.0,0,0,3,10,3900,0,2006,0,98033,47.6979,-122.205,2014,5
20029,2,1.5,1190,1361,2.0,0,0,3,8,1190,0,2007,0,98122,47.6161,-122.302,2015,5
20035,3,2.5,1380,1389,3.0,0,0,3,8,1380,0,2008,0,98102,47.6427,-122.327,2014,10
20037,3,2.5,3490,28213,1.5,0,2,3,9,2242,1248,2009,0,98070,47.365,-122.456,2014,8
20038,2,1.5,910,966,2.0,0,0,3,8,820,90,2006,0,98119,47.627,-122.361,2014,8
20042,4,2.5,3320,7429,2.0,0,0,3,9,3320,0,2014,0,98034,47.7189,-122.225,2014,10
20047,3,2.5,2610,7256,2.0,0,0,3,9,2610,0,2014,0,98033,47.695,-122.18,2014,5
20049,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,2013,0,98055,47.4595,-122.208,2014,5
20051,4,2.5,1921,4888,2.0,0,0,3,7,1921,0,2009,0,98001,47.2689,-122.24,2015,3
20062,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,2014,12
20064,3,2.5,2140,2867,2.0,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2015,3
20067,4,3.5,4220,5817,2.0,0,0,3,9,2910,1310,2006,0,98065,47.5392,-121.862,2014,12
20070,3,2.25,1370,1007,3.0,0,0,3,8,1330,40,2009,0,98107,47.6682,-122.361,2015,1
20071,4,3.5,3273,5115,2.0,0,0,3,8,2671,602,2014,0,98055,47.4477,-122.204,2014,11
20073,3,3.5,1494,1262,3.0,0,0,3,8,1494,0,2011,0,98115,47.6826,-122.324,2014,10
20081,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.6638,-122.319,2014,11
20089,4,2.75,3000,5470,2.0,0,0,3,8,3000,0,2005,0,98038,47.3613,-122.038,2014,7
20090,4,2.5,2950,10003,2.0,0,0,3,9,2950,0,2006,0,98059,47.489,-122.14,2014,12
20091,4,2.5,2530,5048,2.0,0,0,3,8,2530,0,2014,0,98038,47.3559,-122.063,2014,7
20096,5,5.25,3410,8118,2.0,0,0,3,11,3410,0,2006,0,98039,47.6295,-122.236,2015,4
20101,4,2.75,3650,4534,2.0,0,0,3,7,2940,710,2014,0,98028,47.7397,-122.224,2015,1
20111,3,2.5,1820,1855,2.0,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,2014,7
20118,2,1.5,1076,1060,3.0,0,0,3,7,1076,0,2006,0,98125,47.7167,-122.298,2014,8
20122,4,2.25,2240,5000,2.0,0,0,3,8,2240,0,2013,0,98074,47.6212,-122.058,2014,7
20124,2,1.5,1210,1232,3.0,0,0,3,8,1210,0,2007,0,98107,47.6712,-122.39,2014,8
20125,4,3.5,3760,5000,2.0,0,0,3,9,2860,900,2014,0,98117,47.6826,-122.394,2014,5
20128,3,3.25,1510,2064,2.0,0,0,3,8,1220,290,2008,0,98109,47.6398,-122.345,2015,1
20131,4,2.5,3190,10034,2.0,0,0,3,9,3190,0,2007,0,98052,47.6379,-122.111,2015,3
20133,4,2.5,2718,6197,2.0,0,0,3,8,2718,0,2006,0,98092,47.3255,-122.164,2015,4
20139,3,2.25,1490,1294,2.0,0,0,3,7,1220,270,2010,0,98106,47.5569,-122.363,2014,6
20142,4,2.5,2700,5150,2.0,0,0,3,9,2700,0,2007,0,98059,47.5071,-122.148,2014,6
20146,3,2.5,1730,3600,2.0,0,0,3,8,1730,0,2014,0,98146,47.5019,-122.34,2014,6
20154,5,4.5,4340,5722,3.0,0,4,3,10,4340,0,2010,0,98107,47.6715,-122.406,2015,3
20155,2,2.25,1620,1841,2.0,0,0,3,8,1540,80,2004,0,98029,47.5483,-122.004,2014,9
20160,2,1.5,830,1858,2.0,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,2014,7
20161,5,3.25,4130,7197,2.0,0,0,3,10,4130,0,2012,0,98074,47.6022,-122.06,2014,8
20162,4,3.0,2050,4000,2.0,0,0,3,8,2050,0,2014,0,98001,47.3525,-122.275,2015,4
20164,3,2.5,1600,2610,2.0,0,0,3,8,1600,0,2005,0,98027,47.5344,-122.068,2014,8
20171,3,2.5,2430,5400,2.0,0,0,3,8,2430,0,2007,0,98074,47.6062,-122.057,2014,12
20174,4,3.75,4100,61419,2.0,0,0,3,9,4100,0,2014,0,98029,47.5626,-122.005,2014,8
20198,4,2.75,3500,6226,2.0,0,0,3,9,3500,0,2004,0,98053,47.6846,-122.045,2014,10
20202,3,3.25,1876,1531,3.0,0,0,3,9,1876,0,2009,0,98115,47.6864,-122.265,2015,5
20203,4,3.5,3720,213073,1.0,0,2,3,10,3720,0,2007,0,98010,47.3216,-121.94,2014,10
20205,4,3.25,3240,4852,2.0,0,0,3,9,3240,0,2010,0,98053,47.695,-122.022,2014,10
20208,4,2.5,2500,4500,2.0,0,0,3,7,2500,0,2010,0,98059,47.4928,-122.149,2015,4
20209,2,1.75,1180,904,2.0,0,0,3,10,780,400,2014,0,98102,47.6396,-122.329,2014,12
20210,4,2.5,2890,5801,2.0,0,0,3,9,2890,0,2005,0,98028,47.7349,-122.238,2014,11
20212,4,2.5,1767,4500,2.0,0,0,3,8,1767,0,2006,0,98001,47.2607,-122.25,2015,4
20215,5,2.75,2710,4136,2.0,0,0,3,8,2710,0,2014,0,98059,47.4786,-122.123,2014,7
20220,2,2.5,1090,13444,2.0,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,2015,3
20226,4,2.5,2430,4747,2.0,0,0,3,8,2430,0,2008,0,98027,47.5285,-122.031,2014,6
20229,3,3.0,2440,2076,2.0,0,0,3,8,1930,510,2006,0,98126,47.5476,-122.37,2015,5
20242,4,2.5,2547,4800,2.0,0,0,3,9,2547,0,2014,0,98092,47.2592,-122.194,2015,1
20247,4,4.25,4700,10800,2.0,0,1,3,11,3910,790,2002,0,98033,47.6882,-122.214,2015,3
20252,3,2.5,3350,7752,1.0,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2014,7
20253,3,3.25,1530,1612,3.0,0,0,3,8,1530,0,2006,0,98107,47.6706,-122.378,2014,6
20259,3,2.5,1320,1780,2.0,0,0,3,7,880,440,2005,0,98118,47.528,-122.269,2014,10
20270,3,2.5,2560,5238,2.0,0,0,3,8,2560,0,2001,0,98053,47.6887,-122.04,2014,12
20274,3,2.5,1950,4197,2.0,0,0,3,7,1950,0,2013,0,98042,47.3613,-122.081,2015,2
20275,5,4.25,4150,12015,2.0,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,2014,9
20278,4,2.5,3310,5404,2.0,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,2014,5
20280,4,3.5,3310,4850,2.0,0,0,3,9,3310,0,2010,0,98053,47.6954,-122.022,2014,8
20283,4,2.5,2420,4981,2.0,0,0,3,9,2420,0,2009,0,98038,47.3785,-122.023,2015,2
20284,4,2.5,2020,3600,2.0,0,0,3,7,2020,0,2012,0,98038,47.3535,-122.017,2014,11
20287,4,2.5,2110,4178,2.0,0,0,3,7,2110,0,2013,0,98042,47.3612,-122.081,2015,3
20299,3,2.25,1250,811,3.0,0,0,3,8,1250,0,2014,0,98136,47.5419,-122.388,2015,5
20301,4,2.5,3216,5902,2.0,0,0,3,9,3216,0,2014,0,98030,47.3425,-122.179,2014,11
20307,3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,2014,8
20310,4,2.5,2154,4153,2.0,0,0,3,9,2154,0,2012,0,98058,47.4557,-122.13,2014,7
20313,3,2.5,1320,2480,2.0,0,0,3,7,1320,0,2005,0,98118,47.536,-122.284,2015,2
20314,4,2.5,1660,6724,2.0,0,0,3,7,1660,0,2009,0,98001,47.259,-122.256,2015,1
20315,4,2.5,2891,6499,2.0,0,0,3,9,2891,0,2014,0,98001,47.3359,-122.257,2014,9
20316,3,2.5,2340,2155,2.0,0,0,3,10,2120,220,2012,0,98027,47.53,-122.073,2015,3
20321,3,2.25,1400,3825,2.0,0,0,3,7,1400,0,2012,0,98042,47.3596,-122.082,2014,8
20322,5,4.0,4410,14380,2.0,0,0,3,11,4410,0,2006,0,98052,47.6463,-122.121,2014,6
20323,3,2.5,1780,1647,2.0,0,0,3,8,1080,700,2008,0,98103,47.6597,-122.355,2015,4
20324,3,2.5,1760,10137,2.0,0,0,3,8,1760,0,2010,0,98038,47.355,-122.059,2015,1
20327,3,2.5,2432,9391,2.0,0,2,3,9,2432,0,2005,0,98001,47.3453,-122.267,2014,6
20332,3,2.25,1540,1561,3.0,0,0,3,8,1540,0,2010,0,98103,47.6991,-122.346,2014,12
20337,3,2.25,1230,875,3.0,0,0,3,8,1230,0,2013,0,98199,47.6521,-122.4,2015,2
20340,4,3.5,4120,12626,2.0,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,2015,3
20346,4,3.5,2260,30250,2.0,0,0,3,7,2260,0,2013,0,98188,47.4493,-122.281,2015,3
20347,2,1.0,1140,1730,1.5,0,0,3,8,1010,130,2007,0,98126,47.5494,-122.372,2014,5
20350,3,2.75,3010,1842,2.0,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2014,5
20356,2,1.5,893,965,2.0,0,0,3,8,893,0,2007,0,98122,47.6187,-122.301,2014,11
20357,4,2.75,3020,7203,2.0,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,2014,7
20362,5,3.0,2630,3149,2.0,0,0,3,8,1670,960,2013,0,98056,47.5065,-122.171,2014,6
20368,4,2.5,3020,3600,2.5,0,0,3,9,3020,0,2009,0,98029,47.5407,-121.993,2014,8
20392,4,2.5,2560,7210,2.0,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2015,4
20393,6,3.0,2744,9926,2.0,0,0,3,7,2744,0,2006,0,98002,47.2773,-122.216,2014,9
20396,5,4.25,4110,42755,2.0,0,2,3,10,2970,1140,2000,0,98023,47.3375,-122.337,2014,9
20399,5,2.75,3078,6371,2.0,0,0,3,9,3078,0,2014,0,98042,47.3587,-122.163,2015,5
20400,2,1.0,840,892,2.0,0,0,3,7,840,0,2006,0,98136,47.5396,-122.387,2014,10
20401,3,2.5,1800,2731,2.0,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,2015,3
20402,3,2.75,2580,5200,2.0,0,0,3,8,2580,0,2008,0,98059,47.496,-122.151,2014,5
20405,3,2.5,1861,1587,2.0,0,0,3,8,1578,283,2007,0,98034,47.7043,-122.209,2014,10
20408,2,2.5,1500,1174,2.0,0,0,3,8,1140,360,2014,0,98107,47.6689,-122.363,2014,10
20411,4,2.5,3120,5137,2.0,0,0,3,7,3120,0,2003,0,98053,47.6842,-122.04,2015,1
20413,3,2.25,1240,1250,3.0,0,0,3,8,1240,0,2014,0,98107,47.6748,-122.377,2014,12
20417,4,2.5,2840,4500,2.0,0,0,3,8,2840,0,2012,0,98028,47.7678,-122.237,2014,5
20421,4,3.75,4030,503989,2.0,0,0,3,10,4030,0,2008,0,98045,47.4807,-121.795,2015,5
20426,4,3.5,3500,43560,2.0,0,0,3,9,2850,650,2014,0,98006,47.5481,-122.103,2014,11
20427,4,2.5,2070,8685,2.0,0,0,3,7,2070,0,2006,0,98188,47.4697,-122.267,2015,1
20434,5,3.5,4280,6530,2.0,0,3,3,10,4280,0,2014,0,98075,47.5941,-121.973,2014,9
20436,4,2.5,2620,6114,2.0,0,0,3,9,2620,0,2011,0,98029,47.5603,-122.013,2014,7
20437,3,2.25,1250,1033,3.0,0,0,3,8,1250,0,2007,0,98103,47.6907,-122.343,2015,1
20443,3,1.5,1360,2030,3.0,0,0,3,8,1360,0,2008,0,98103,47.6961,-122.349,2014,7
20447,3,1.5,1010,1546,2.0,0,0,3,8,1010,0,1971,2014,98144,47.5998,-122.311,2015,2
20449,3,1.75,1420,1361,2.0,0,0,3,7,960,460,2014,0,98108,47.5684,-122.314,2014,11
20454,2,2.5,1170,809,2.0,0,0,3,9,1170,0,2007,0,98103,47.6875,-122.339,2014,10
20465,4,2.5,3160,8530,2.0,0,0,3,9,3160,0,2006,0,98059,47.5075,-122.148,2015,4
20475,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,98027,47.5401,-122.027,2014,5
20476,3,3.25,1370,1227,3.0,0,0,3,8,1370,0,2007,0,98103,47.6964,-122.341,2014,12
20478,3,2.5,1280,1889,3.0,0,0,3,8,1280,0,2009,0,98105,47.6619,-122.324,2014,9
20482,3,2.5,1580,2765,2.0,0,0,3,8,1580,0,2011,0,98126,47.5444,-122.369,2014,8
20495,2,2.0,1110,1155,3.0,0,0,3,7,980,130,2008,0,98136,47.5496,-122.388,2015,4
20499,4,2.75,3980,285318,2.0,0,2,3,9,3980,0,2006,0,98045,47.4803,-121.795,2014,10
20501,4,3.25,3270,5187,2.0,0,0,3,9,3110,160,2014,0,98052,47.6966,-122.133,2014,5
20513,3,2.5,1790,3078,2.0,0,0,3,8,1790,0,2010,0,98027,47.5638,-122.094,2014,7
20517,3,2.5,1610,3848,2.0,0,0,3,8,1610,0,2006,0,98055,47.4497,-122.188,2015,1
20521,2,2.5,1320,1157,2.0,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,2014,8
20532,3,2.5,1930,6604,2.0,0,0,3,7,1930,0,2014,0,98166,47.4692,-122.351,2015,2
20533,3,2.0,1590,8100,1.0,0,0,3,7,1060,530,1996,0,98038,47.3611,-122.047,2014,9
20534,4,4.5,3720,7746,2.0,0,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,2015,1
20537,3,2.25,1489,2800,2.0,0,0,3,7,1489,0,2012,0,98002,47.3454,-122.214,2015,4
20552,5,3.0,2100,9752,1.0,0,0,3,8,1200,900,2007,0,98003,47.3341,-122.304,2014,5
20553,4,2.5,2400,4848,2.0,0,0,3,8,2400,0,2004,0,98038,47.3626,-122.04,2014,12
20555,4,2.5,2560,5102,2.0,0,0,3,8,2560,0,2013,0,98092,47.3404,-122.181,2015,2
20565,3,2.5,1380,1590,2.0,0,0,3,9,1160,220,2012,0,98126,47.5444,-122.375,2014,11
20567,2,2.0,1490,713,3.0,0,0,3,9,1490,0,2014,0,98109,47.6356,-122.346,2014,9
20568,3,2.25,1280,1520,2.0,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,2014,8
20571,3,1.5,1300,1435,2.0,0,0,3,8,1120,180,2007,0,98122,47.6114,-122.31,2015,3
20575,4,2.5,1840,4593,2.0,0,0,3,7,1840,0,2010,0,98053,47.6866,-122.013,2014,8
20576,3,2.0,1820,1358,3.0,0,0,3,9,1820,0,2014,0,98126,47.5433,-122.376,2014,9
20585,4,2.5,3260,6902,2.0,0,0,3,8,3260,0,2008,0,98059,47.4829,-122.156,2015,1
20586,2,2.5,1680,1240,2.0,0,0,3,8,1120,560,2014,0,98102,47.6372,-122.324,2014,11
20591,3,2.5,1550,3402,2.0,0,0,3,7,1550,0,2009,0,98002,47.3523,-122.212,2014,7
20596,4,2.5,2890,7798,2.0,0,0,3,9,2890,0,2005,0,98006,47.5456,-122.129,2014,7
20600,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2014,8
20602,4,2.5,3310,6500,2.0,0,0,3,8,3310,0,2012,0,98065,47.515,-121.87,2014,5
20605,4,2.5,2230,4952,2.0,0,0,3,8,2230,0,2011,0,98002,47.3363,-122.211,2014,10
20608,4,2.75,3110,6050,2.0,0,0,3,9,3110,0,2014,0,98052,47.705,-122.126,2014,8
20609,4,2.5,3490,3677,2.0,0,0,3,9,2850,640,2007,0,98072,47.774,-122.162,2015,4
20612,2,2.5,1000,1092,2.0,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,2014,8
20618,2,2.0,1210,740,2.0,0,0,3,8,780,430,2014,0,98112,47.6206,-122.3,2015,2
20626,3,2.5,1350,874,3.0,0,0,3,8,1270,80,2006,0,98136,47.549,-122.387,2014,7
20628,3,3.0,1296,1051,3.0,0,0,3,8,1296,0,2009,0,98125,47.7175,-122.284,2014,5
20630,3,2.5,1489,3266,2.0,0,0,3,7,1489,0,2014,0,98002,47.3452,-122.217,2014,7
20632,3,2.75,1430,1521,2.0,0,0,3,9,1130,300,2009,0,98119,47.6353,-122.371,2014,9
20635,4,3.25,3450,6184,2.0,0,0,3,9,3450,0,2014,0,98074,47.6072,-122.054,2014,6
20644,4,3.25,3266,5969,2.0,0,0,3,8,3266,0,2014,0,98023,47.2975,-122.35,2014,11
20650,3,3.25,1530,1786,2.0,0,0,3,8,1200,330,2007,0,98117,47.6783,-122.366,2014,11
20651,5,3.0,3490,6091,2.0,0,0,3,9,3490,0,2009,0,98011,47.7744,-122.225,2015,4
20655,6,4.0,3180,6551,2.0,0,0,3,9,3180,0,2014,0,98074,47.6236,-122.023,2014,12
20658,3,2.5,3220,6409,2.0,0,0,3,9,3220,0,2008,0,98059,47.4815,-122.127,2015,5
20660,3,2.5,1410,1325,2.0,0,0,3,7,1180,230,2007,0,98106,47.5582,-122.363,2014,11
20661,4,3.5,3640,6049,2.0,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,2014,12
20665,2,1.0,1131,1304,3.0,0,0,3,7,1131,0,2011,0,98115,47.6912,-122.313,2015,2
